GENEID	logFC	AveExpr	t	P.Value	adj.P.Val	B	DE_Direction	TXNAME	GENENAME
ENSG00000000003.14	-0.6103254974454242	-1.3432108529886688	-1.6763147733286987	0.11027587474487566	0.2725312908661981	-4.514375183645929	FALSE	ENST00000496771.5	TSPAN6
ENSG00000000005.6	-0.1417747082910976	-5.621503481146944	-0.7997085290861499	0.43389779951367524	0.6467019021801572	-5.359572835283609	FALSE	ENST00000373031.5	TNMD
ENSG00000000419.12	0.1351248716286495	4.681396567344143	2.298001649542072	0.03325344006908993	0.11516038137077333	-4.733903080342127	FALSE	ENST00000466152.5	DPM1
ENSG00000000457.14	-0.05181001119879333	3.5670804177631052	-0.9359650738514858	0.3611940403263779	0.5870234330104491	-6.498156251734033	FALSE	ENST00000423670.1	SCYL3
ENSG00000000460.17	0.06673598871024244	2.776680493335224	0.7697180078527951	0.45105894056291174	0.6604530295885854	-6.450593822865746	FALSE	ENST00000286031.10	C1orf112
ENSG00000000938.13	0.2626462213862103	5.933285255532809	2.161797492154651	0.043786101242268026	0.14112158832751354	-5.187358567892893	FALSE	ENST00000374005.8	FGR
ENSG00000000971.15	0.05711444037864674	0.2089827218081578	0.1966681695572406	0.8462038635513068	0.9262928156930558	-6.083522661093045	FALSE	ENST00000359637.2	CFH
ENSG00000001036.13	0.0443168575564327	7.020205989843527	0.980691394482089	0.3392340291111079	0.5654661622328792	-7.039990419986677	FALSE	ENST00000451668.1	FUCA2
ENSG00000001084.12	-0.04517668494639905	6.970693796148297	-0.8066954675240288	0.4299590604255954	0.6467019021801572	-7.189919288748334	FALSE	ENST00000643939.1	GCLC
ENSG00000001167.14	0.07020377296497242	5.208679503194464	1.6284908605893693	0.12011207610301106	0.29001877105344187	-5.958946726738153	FALSE	ENST00000341376.10	NFYA
ENSG00000001460.18	0.17057074268875802	0.5873850180671242	1.084173236125398	0.29203658136397975	0.5134124624522642	-5.6125351356884225	FALSE	ENST00000438866.1	STPG1
ENSG00000001461.17	-0.31949340412754973	4.3339162497672215	-4.091686181716416	6.366044931665659e-4	0.005146209178938468	-0.8623869254885479	FALSE	ENST00000488155.1	NIPAL3
ENSG00000001497.16	-0.03823953868269712	4.755568761728446	-0.7707997375621944	0.4504328078272648	0.6599808706115288	-6.876179943997607	FALSE	ENST00000374807.9	LAS1L
ENSG00000001561.7	-0.010518679879662029	-1.8870998260351761	-0.03209804837583846	0.9747331784687683	0.9879521341531351	-5.657484484257233	FALSE	ENST00000321037.5	ENPP4
ENSG00000001617.12	0.6564463267208469	-3.313663037732226	1.22723947169579	0.2349234149673099	0.4462306878256387	-4.835050019104606	FALSE	ENST00000420831.1	SEMA3F
ENSG00000001626.15	-0.9588406939319555	-1.5593990349781428	-2.605305751970277	0.017512137135424752	0.07051160986018379	-3.0332897404468127	FALSE	ENST00000647978.1	CFTR
ENSG00000001629.10	0.15841238087856677	5.226422371944912	3.739150743476872	0.0014169127510784663	0.009734709974173077	-1.7949454353872438	FALSE	ENST00000265742.8	ANKIB1
ENSG00000001630.17	0.6269066658263402	8.079072051712327	6.850678615502874	1.6639155764350849e-6	4.998632915365563e-5	4.649296041294187	FALSE	ENST00000422867.1	CYP51A1
ENSG00000001631.15	-0.15789852065456442	4.132872074827862	-2.6440614377659486	0.01612340665104033	0.06612617087546786	-3.963072791102334	FALSE	ENST00000454017.5	KRIT1
ENSG00000002016.17	-0.05902270095349242	2.2261877568658175	-0.6168638739698735	0.5447449941900884	0.7363042711416813	-6.420263015527993	FALSE	ENST00000541619.1	RAD52
ENSG00000002079.14	0.3958460684986921	-4.697970891563085	0.8858844427812955	0.38690390374915196	0.6108993436361264	-5.1836336936639045	FALSE	ENST00000452010.2	MYH16
