GENEID	X1.SDD00456	X10.SDD00465	X11.SDD00466	X12.SDD00467	X13.SDD00468	X14.SDD00469	X15.SDD00470	X16.SDD00471	X17.SDD00472	X18.SDD00473	X19.SDD00474	X2.SDD00457	X20.SDD00475	X21.SDD00476	X22.SDD00477	X23.SDD00478	X24.SDD00479	X25.SDD00480	X26.SDD00481	X27.SDD00482	X3.SDD00458	X4.SDD00459	X5.SDD00460	X6.SDD00461	X7.SDD00462	X8.SDD00463	X9.SDD00464
ENSG00000000419.12	3.762129915853529	3.558770768766916	3.5429862539335333	3.6823582371236707	3.68034312309165	3.59922823216129	3.671987586443718	3.65402917667819	3.5975861956675455	3.8437441646748516	3.6790816116338254	3.603049197508743	3.555633734966574	3.6333667441836774	3.684620397193553	3.6773128177424708	3.7607348912143643	3.785552341374197	3.6735119769828146	3.7128400915587796	3.758871825933971	3.851848282392076	3.77597416096487	3.7880458256084353	3.787139823281456	3.63705970538414	3.8486571298063263
ENSG00000000457.14	1.9035989509835904	1.691939133945844	2.0360119837525	1.7011051009599243	1.6253112615903906	1.9685099809725544	1.597365331199831	1.534714366238164	2.1090003439213802	1.5432981099295553	1.7047480922384253	2.143589361503588	2.080690761080268	1.589235205116581	1.6467336971777973	1.958685340544036	1.5644405465033646	1.6695918352538475	1.9286186519452522	1.4724720573609429	1.8293763327993617	1.8562979903656263	2.0228711901914416	1.6882490928583902	1.7173950539391927	2.0347056478384444	1.6620303625532709
ENSG00000000460.17	1.9139771019523042	1.749199854809259	1.199964782928397	1.5912739418064292	1.6695918352538475	1.2499017362143359	1.7509374747077997	1.6733512381777533	1.0784095813505903	1.7967470107390942	1.6134299337036377	1.269760544863939	1.1600209167967532	1.541159071680806	1.8115620965242347	0.9516578757114464	1.545432582458188	1.6770965609079151	1.0438040521731147	1.6601310267496183	1.8625285401162623	1.7119945007591926	1.1505720275988207	1.827769906751088	1.9919755158985601	1.199964782928397	1.9558604799084813
ENSG00000000938.13	4.452485098322443	3.6000482404073204	3.026261478588814	3.5931942039795284	3.34109345759245	2.9714395809849465	3.3160025355989236	3.609294974771094	3.1437211512674406	3.7302612918927056	2.9528247725427144	3.3614165116503107	2.8673305587494666	3.367295829986474	3.0378334495726262	2.8027541365715076	3.2676659890376327	3.5854614949154477	3.2335673736111907	3.7816865037001426	4.294560608892605	4.011144096295953	3.1467351470905185	4.001315112906908	4.151039905898646	3.410487428569248	4.114963849424837
ENSG00000000971.15	0.412109650826833	0.35065687161316933	3.1480240838962494	0.3987761199573678	0.6575200029167942	3.5467396869528134	0.7227059828014898	0.6678293725756554	3.6936182084611096	1.0152306797290587	0.5596157879354227	2.154085084675602	3.4239368686316447	0.4252677354043441	0.6931471805599453	3.676047475298558	0.7323678937132266	0.7793248768009976	3.6410013738694724	0.6575200029167942	0.33647223662121295	0.4510756193602167	3.1855258451866466	0.3920420877760237	0.4700036292457356	3.334701390373791	0.35065687161316933
ENSG00000001036.13	4.344065128386763	4.491889499529125	4.359525369327368	4.468204330914934	4.541271460137859	4.411585436915426	4.4373430753445895	4.49121730591206	4.427000000316613	4.492673154760945	4.414493824811383	4.3255885495701785	4.392100720245356	4.3766371373894435	4.474263916140292	4.428790938649766	4.452485098322443	4.5110792625884955	4.406231323370699	4.393090207029862	4.382151626862033	4.5217885770490405	4.374750225703106	4.439469730210373	4.488299234256676	4.425804257019769	4.504797211841304
ENSG00000001084.12	4.046553898385752	4.212127597878484	4.673389424965235	4.210199814972569	4.176538799848087	4.57738780497564	4.0469034876219645	4.094011173320863	4.461068842013835	3.9154172384961616	4.225372824628505	4.6605102810212555	4.5948167739086	4.076010855533596	4.286891439558843	4.570061008874523	4.12535861575127	4.094011173320863	4.52189726679427	3.8590440806372595	3.9548909056553216	4.103304303593573	4.542656280598849	4.023564380161053	4.079738409832738	4.382526509715532	3.92395157629342
ENSG00000001167.14	2.976039640208255	3.005682604407159	2.857618971424357	2.9069010598473755	2.7868613815264998	2.738256043159276	2.8616292890305104	2.836736542063533	2.738902664584975	2.8673305587494666	2.7206373166076814	2.8027541365715076	2.8237570088141806	2.806386101823072	2.851284369188118	2.767576180416237	2.761906873892921	2.8449093838194073	2.7459880404426023	2.725235025856311	3.028683373693677	2.949164637737656	2.810606789427302	2.9036169846461855	2.7638002162067017	2.7414849771884473	2.955430976780465
ENSG00000001460.18	0.6418538861723948	0.6523251860396903	0.9122827104766162	0.7929925155296614	0.708035793053696	0.5538851132264376	0.6931471805599453	0.9282193027394289	0.6575200029167942	0.6981347220709844	1.007957920399979	1.0152306797290587	0.4824261492442927	0.6259384308664953	0.6312717768418579	0.7178397931503169	0.8628899551470399	0.6575200029167942	0.6259384308664953	0.5068176023684519	0.9162907318741551	1.0612565021243408	0.7929925155296614	0.5596157879354227	1.1052568313867783	0.6678293725756554	0.7514160886839212
ENSG00000001461.17	2.5400259490090797	2.25758772706331	2.5877640352277083	2.020222182019865	2.135349173618132	2.379546134130174	1.6409365794934714	1.9823798288367047	2.402430427963762	1.8702625307159986	2.0476928433652555	2.827905162910489	2.367436065313662	1.7578579175523736	1.9671123567059163	2.3978952727983707	1.7544036826842861	2.0095554142156695	2.372111155642656	1.7083778602890038	2.301584592660462	2.272125885509337	2.5855058483441162	2.1162555148025524	2.3350522831315472	2.554121718809473	2.0617866064411152
ENSG00000001497.16	3.1974478774545805	2.9231615807191558	2.401525040848949	2.8051769118329326	2.7738379416402132	2.4458192610799534	2.7960610784249234	2.94706710157271	2.428336298299606	2.768831673362069	2.848391685655282	2.6224923127405635	2.3832429960115	2.706048198431537	2.73046379593911	2.4397349311412793	2.7040421797046714	2.7978909051019993	2.4309783077624445	2.6932749155200555	3.056356895370426	2.9887076586170265	2.567254391136754	2.9806186357439426	3.029650491757452	2.554121718809473	2.976549454137217
ENSG00000001626.15	1.2149127443642704	1.068153081183401	0.6259384308664953	0.6830968447064438	1.0043016091968684	0.43178241642553783	0.4824261492442927	1.0784095813505903	0.10436001532424277	0.4762341789963716	1.0750024230289759	0.6678293725756554	0.11332868530700317	0.6418538861723948	0.8458682675776092	0	0	1.3376291891386096	0.23901690047049992	0.6471032420585385	0.9969486348916095	1.0188473201992472	0.2468600779315258	0.8712933659434192	0.7514160886839212	0.5538851132264376	0.9516578757114464
ENSG00000001629.10	2.3282528397426234	2.349468678892896	2.3263016196113617	2.400618833265411	2.305580601973844	2.1210632163706555	2.306577114263583	2.380471631651117	2.2834022735772717	2.285438934159075	2.2596775919827694	2.254444717666111	2.2834022735772717	2.34660197841082	2.2300144001592104	2.1258479144939915	2.238579763018133	2.315501318260592	2.3693087250369538	2.3532782073095637	2.425687290128029	2.413231613081109	2.2741856184723477	2.4300984132930052	2.2596775919827694	2.1065702090680887	2.309560706730471
ENSG00000001630.17	4.8140525279500315	4.912066477363677	4.826151401137618	4.993895970091957	4.800901429691963	4.820765319544972	5.057646098365611	4.5954228345332115	4.812915795122205	5.240794180304371	4.250350662548819	4.753503980493785	4.783734693904334	4.848351631038809	4.563410251739859	4.845760650906022	4.979282216438234	4.572026967394837	4.860974519541849	5.1594575171646175	5.002401489169152	4.9355524879719	4.876112934435574	5.174679726089859	4.684443366882599	4.671893818030999	5.007028798502144
ENSG00000001631.15	2.768204123921957	2.750470916986162	2.2874714551839976	2.2449559801574095	2.551006451492524	2.548663615590751	2.2975725511705014	2.5930133911138515	2.4731713935695794	2.172476407647025	2.4832385926873033	2.6490076604684267	2.3135250330323798	2.3223877202902252	2.401525040848949	2.1471001901536506	2.305580601973844	2.4807312783775197	2.189416394888408	2.468946630209271	2.6217658325051976	2.744060638625243	2.550226115908643	2.738256043159276	2.780060737078482	2.253394848803274	2.7245795030534206
ENSG00000002016.17	2.1377104498038118	1.814824742159051	1.7578579175523736	1.667706820558076	1.7334238922150915	1.4398351280479205	1.3376291891386096	1.8671761085128091	1.534714366238164	1.5216989981260935	1.6789639750827106	1.8779371654691073	1.3297240096314962	1.8164520818184267	1.4279160358107101	1.4036429994545037	1.713797927758343	1.713797927758343	1.43746264769429	1.4422019930581866	1.9401794743463283	1.843719208158766	1.5851452198650557	1.8453002361560848	1.9021075263969205	1.7191887763932197	1.7298840655099674
ENSG00000002330.13	3.228826155721369	3.184284380098582	3.3307749173656096	3.2035591207563074	3.2913825156549485	3.3655702040190043	3.2950958507796098	3.2943542860441064	3.2565568918358894	3.178470410233162	3.3032169733019514	3.150596984114906	3.1363634032937364	3.3717685709713434	3.330059353828816	3.342861804649192	3.34603697048488	3.3123661679555396	3.254242968705492	3.075928815548268	3.2588654730843594	3.3655702040190043	3.3991953789914824	3.332204510175204	3.4404180948154366	3.2623183827110376	3.314913013065143
ENSG00000002549.12	4.930798120854626	5.2870036066477635	7.189190379673441	5.767445612757818	5.242011530336942	7.205531236339145	6.131183010277065	5.088090040500373	7.187498421357261	6.170363587100606	5.103092924398559	7.078468047108374	7.224629581641774	5.767601987369155	5.199104581476445	7.227742379343487	5.9362953299743575	5.095956354416355	7.1824129003111645	6.208509539960322	5.444450275495997	5.176488658182903	7.176369204341104	5.996452088619021	4.928991305055746	7.156971952958674	5.691439951457815
ENSG00000002586.20	4.147569323459399	3.767228420524913	3.0041963519661206	3.5689691574413787	3.9435216724875173	3.228826155721369	3.539508997459668	3.8137484361598055	3.126321843257593	3.5478917608129588	3.681351187693145	3.1518809560439225	3.1755507001298273	3.441058915087286	3.875566468417531	3.2386784521643803	3.5931942039795284	3.9382753765722116	3.326832966373293	3.677565694213663	3.7665346986795405	4.094177881665002	3.359680701459222	3.644404964012107	4.054216771131322	3.3548043420924447	3.8809450498572846
ENSG00000002586.20_PAR_Y	4.147569323459399	3.767228420524913	3.0041963519661206	3.5689691574413787	3.9435216724875173	3.228826155721369	3.539508997459668	3.8137484361598055	3.126321843257593	3.5478917608129588	3.681351187693145	3.1518809560439225	3.1755507001298273	3.441058915087286	3.875566468417531	3.2386784521643803	3.5931942039795284	3.9382753765722116	3.326832966373293	3.677565694213663	3.7665346986795405	4.094177881665002	3.359680701459222	3.644404964012107	4.054216771131322	3.3548043420924447	3.8809450498572846
ENSG00000002587.10	1.9837562915454279	2.827905162910489	2.7644305345383176	2.960623096440423	2.6511270537025893	2.83556352140117	3.4164143474670157	2.4874035299865875	2.6326080059353516	3.3120018028576848	2.601207105484161	2.5352828571130672	2.5718485799218085	3.20761263258949	2.587011872725154	2.303584593327129	3.269949095052201	2.50470927708418	2.7893229212309465	3.281287084989598	2.4344901638739844	2.2874714551839976	2.6727683869575705	2.9433857931817817	2.0347056478384444	2.6217658325051976	2.9528247725427144
ENSG00000002726.20	2.234306252240751	2.4051416813191375	2.169053700369523	2.488234439880675	2.194999882314108	2.0425181875752383	2.343727036325221	1.900613874140137	1.8196988379172965	1.8961194845522977	2.468099531471619	2.979094632400968	2.127040520479115	2.558002204858551	2.373043556642607	2.2049722641270453	2.4782176616372036	2.138889000323256	1.9906103279732201	2.0681277817795625	2.9750192319564492	2.2267833795777636	2.3389170222414357	2.558002204858551	1.776645831418007	2.34660197841082	2.303584593327129
ENSG00000002822.15	3.727378753264546	3.8891637112820634	3.3985271531062766	3.769075996108213	3.793239469438179	3.3830334110344844	3.595118074299462	3.8598872510076174	3.559055466277736	3.7954891891721947	3.5675589188773804	3.4333418349887226	3.318902138935325	3.649358695951653	3.728100167267218	3.5726264972896864	3.610377225958979	3.9180050771056933	3.4849255971928677	3.780318514430718	3.750209709265542	3.7302612918927056	3.4127965175055075	3.573749146860305	3.8155121050473024	3.590715205326705	3.7934646693040106
