"0","meta_updated<-read_excel(""new_Metadata/MiGA_3.0/MG_Bulk_Metadata_Flora_3_New_Categories.xlsx"")"
"0","meta_updated<-as.data.frame(meta_updated)"
"0",""
"0","# perp infec, infla, hypoxia - impact microglia "
"0","# peripheral inflammation - perinfection and inflammation "
"0","meta_updated$Donor_ID<-meta_updated$`Sample ID_stored`"
"0","meta_updated$Clean_Final_Diagnosis_1<-meta_updated$`Category 1`"
"0","meta_updated$Cause_of_Death<-meta_updated$`Cause of Death`"
"0","meta_updated<- mutate(meta_updated, Donor_ID = str_replace(Donor_ID, ""MG"", ""MG-""))"
"0","meta_updated<- mutate(meta_updated, Donor_ID = str_replace(Donor_ID, ""MG--"", ""MG-""))"
"0",""
"0","meta_updated$Month_of_Death<-meta_updated$`Date of Death`"
"0","meta_updated$Month_of_Death <- as.Date(meta_updated$Month_of_Death)"
"0","meta_updated <- meta_updated %>%"
"0","  mutate("
"0","    Month_of_Death = ifelse(month(Month_of_Death) %in% c(10, 11, 12, 1, 2), ""Winter"", ""Summer"")"
"0","  )"
"0"," "
"0","meta_updated$Braak_Stage<-meta_updated$`Braak stage for neurofibrillary degeneration  `"
"0","meta_updated<- meta_updated %>%"
"0","  mutate("
"0","    Braak_Stage = case_when("
"0","      Braak_Stage == ""Stage 0: AD-type neurofibrillary degeneration not present (B0)"" ~ ""Stage:0"","
"0","      Braak_Stage == ""Stage I (B1)"" ~ ""Stage:1"","
"0","      Braak_Stage == ""Stage II (B1)"" ~ ""Stage:2"","
"0","      Braak_Stage == ""Stage III (B2)"" ~ ""Stage:3"","
"0","      Braak_Stage == ""Stage IV (B2)"" ~ ""Stage:4"","
"0","      Braak_Stage == ""Stage V (B3)"" ~ ""Stage:5"","
"0","      Braak_Stage == ""Stage VI (B3)"" ~ ""Stage:6"")"
"0","    )"
"0","#meta_updated$Braak_Stage <- ifelse(is.na(meta_updated$Braak_Stage), ""NA"", meta_updated$Braak_Stage)"
"0",""
"0","#meta_updated<-read_excel(""new_Metadata/MG_Bulk_Metadata_Flora_2_New_Categories.xlsx"")"
"0","#meta_updated<-as.data.frame(meta_updated)"
"0",""
"0","meta_updated<-meta_updated%>%dplyr::select(c(Donor_ID, "
"0","                                             Month_of_Death, Braak_Stage))"
"0",""
"0",""
"0","meta_all<-read_tsv(""new_Metadata/Final_MiGA_ALL_Meta.tsv"")"
"0","meta_match<-meta_all%>%dplyr::filter(Donor_ID %in% meta_updated$Donor_ID)"
"0",""
"0","meta_match<-merge(meta_match, meta_updated, by =""Donor_ID"",.keep_all=TRUE)"
"0",""
"0","# # all COVID vs All Non-COVID"
"0","# meta_match <-meta_match %>%"
"0","#   mutate("
"0","#     COVID = case_when("
"0","#       grepl(""COVID"", Clean_Final_Diagnosis_1) ~ ""COVID"","
"0","#       TRUE ~ ""Non-COVID"""
"0","#     )"
"0","#   )"
"0",""
"0","meta_match<-meta_match%>%dplyr::select(c(Cohort, Donor_ID, Sample, Region,"
"0","                                         Final_Diagnosis, Cause_of_Death,"
"0","                                         Month_of_Death, Braak_Stage,"
"0","                                         APOE, PMD_min, Sex,Age, everything()))"
"0",""
"0","write_tsv(meta_match, ""new_Metadata/MiGA_3.0/MiGA_3.0_Clean_Metadata.tsv"")"
