"0",""
"0","all_samp<-read_tsv(""new_Metadata/Final_MiGA_ALL_Meta.tsv"")"
"0","all_samp_12<-all_samp%>%dplyr::filter(!grepl(""MiGA_3"",Cohort))"
"0","all_samp_soma<-read_tsv(""new_Metadata/MiGA_1_2_Ancestry_Meta.tsv"")"
"0",""
"0","cat(""In MiGA 1, there are 14 donors (28 samples) that don't have matching genotype\n"")"
"1","In MiGA 1, there are 14 donors (28 samples) that don't have matching genotype
"
"0","cat(""Missing Sample IDs: "", paste(setdiff(all_samp_12$Sample, all_samp_soma$Sample), collapse = "", ""), ""\n"")"
"1","Missing Sample IDs: "
"1"," "
"1","13-080-GFM, 13-080-GTS, 15-077-GTS, 16-049-GFM, 16-049-GTS, 16-049-SVZ, 16-049-THA, 16-056-GFM, 16-056-THA, 16-102-GFM, 16-112-GFM, 16-112-GTS, 16-112-SVZ, 16-112-THA, 16-116-GFM, 16-116-GTS, 18-042-SVZ, 18-063-GFM, 18-063-GTS, 18-063-THA, MG-13-GFM, MG-13-SVZ, 14-043-GFM, 14-043-GTS, 15-016-GFM, 15-104-GTS, 18-028-GFM, MG-13-SN"
"1"," "
"1","
"
"0","cat(""Missing Donor IDs: "", paste(setdiff(all_samp_12$Donor_ID, all_samp_soma$Donor_ID), collapse = "", ""), ""\n"")"
"1","Missing Donor IDs: "
"1"," "
"1","13-080, 15-077, 16-049, 16-056, 16-102, 16-112, 16-116, 18-042, 18-063, MG-13, 14-043, 15-016, 15-104, 18-028"
"1"," "
"1","
"
